Study Phase ,Site ,Tran,Dist ,Rep or Extra,St Filter Wt (g) ,Date Placed,St Ziploc Wt (g) ,Date Removed ,Filter Area (cm2) ,Rubber Band Surface Area (cm2),Prop Filter Recovered (%)  ,Adjusted Filter Mass Recovered (g) ,Adjusted Filter Surface Area Recovered (cm2),Date(s) of Procedure,"Post-Dry Mass  (Filter/Zip/Sed Total, g) ","(1) Confirmatory Post-Dry Weight (Optional, g) ","(2) Confirmatory Post-Dry Weight (Optional, g) ","Sediment Mass               (Post-Dry Mass- Adjusted Filter Mass Recovered-Bag Mass, g)",Sediment Density (Sediment Mass/Adj Filter SA; g/cm2),Flux                        (# of Days Deployed) ,Flux-cm                (Sediment Density/Duration;  g/cm2 per day)  ,Flux-m                  (Sediment Density/Duration; g/m2 per day) ,Date(s) of Procedure ,Crucible Number # ,Empty Crucible Weight,Subsample Weight (Filter + Sediment on Filter) ,Post-Burn Weight ,Notes 
M3,C,1,2,b ,0.45089,9/5/2025,2.45111,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.35891,,,0.9078,-2.45111,28,-0.087539643,-875.3964286,,,,,,M2 filter weights
M3,C,1,2,c,0.44595,9/5/2025,2.4582,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),4.00076,,,1.54256,-2.4582,28,-0.087792857,-877.9285714,,,,,,M2 filter weights
M3,C,1,6,a,0.45089,9/5/2025,2.47532,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.95041,,,1.47509,-2.47532,28,-0.088404286,-884.0428571,,,,,,M2 filter weights
M3,C,1,6,b ,0.44676,9/5/2025,2.44068,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.95626,,,1.51558,-2.44068,28,-0.087167143,-871.6714286,,,,,,M2 filter weights
M3,C,1,6,c,0.44782,9/5/2025,2.46288,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.99011,,,1.52723,-2.46288,28,-0.08796,-879.6,,,,,,M2 filter weights
M3,C,1,12,a,0.45139,9/5/2025,2.49194,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),4.5145,,,2.02256,-2.49194,28,-0.088997857,-889.9785714,,,,,,M2 filter weights
M3,C,1,12,b ,0.44773,9/5/2025,2.43674,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),4.25134,,,1.8146,-2.43674,28,-0.087026429,-870.2642857,,,,,,M2 filter weights
M3,C,1,12,c,0.44997,9/5/2025,2.936,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),4.27873,,,1.34273,-2.936,28,-0.104857143,-1048.571429,,,,,,M2 filter weights
M3,C,1,24,a ,0.4471,9/5/2025,2.42498,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.31624,,,0.89126,-2.42498,28,-0.086606429,-866.0642857,,,,,,M2 filter weights; 1 rubber band off 
M3,C,1,24,b ,0.44737,9/5/2025,2.42822,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.80526,,,1.37704,-2.42822,28,-0.086722143,-867.2214286,,,,,,M2 filter weights
M3,C,1,24,c,0.45354,9/5/2025,2.44957,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.59078,,,1.14121,-2.44957,28,-0.087484643,-874.8464286,,,,,,M2 filter weights; 75% of filter rough-written on bag
M3,C,1,48,a,0.44858,9/5/2025,2.44791,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.30432,,,0.85641,-2.44791,28,-0.087425357,-874.2535714,,,,,,M2 filter weights
M3,C,1,48,b ,0.45364,9/5/2025,2.43856,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.58464,,,1.14608,-2.43856,28,-0.087091429,-870.9142857,,,,,,M2 filter weights
M3,C,1,48,c,0.44947,9/5/2025,2.44447,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.46878,,,1.02431,-2.44447,28,-0.0873025,-873.025,,,,,,M2 filter weights
M3,C,2,0.5,a,0.4552,9/5/2025,2.43419,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.08088,,,0.64669,-2.43419,28,-0.086935357,-869.3535714,,,,,,half filter?
M3,C,2,0.5,b ,0.43428,9/5/2025,2.44633,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.08201,,,0.63568,-2.44633,28,-0.087368929,-873.6892857,,,,,,
M3,C,2,0.5,c,0.45639,9/5/2025,2.44324,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),2.852,,,0.40876,-2.44324,28,-0.087258571,-872.5857143,,,,,,
M3,C,2,2,a,0.43584,9/5/2025,2.45659,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.23341,,,0.77682,-2.45659,28,-0.087735357,-877.3535714,,,,,,
M3,C,2,2,b ,0.43778,9/5/2025,2.45614,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.16234,,,0.7062,-2.45614,28,-0.087719286,-877.1928571,,,,,,
M3,C,2,2,c,0.45674,9/5/2025,2.43943,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.27619,,,0.83676,-2.43943,28,-0.0871225,-871.225,,,,,,
M3,C,2,6,a,0.43655,9/5/2025,2.45043,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.6116,,,1.16117,-2.45043,28,-0.087515357,-875.1535714,,,,,,
M3,C,2,6,b ,0.45652,9/5/2025,2.43939,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.55896,,,1.11957,-2.43939,28,-0.087121071,-871.2107143,,,,,,
M3,C,2,6,c,0.45788,9/5/2025,2.4761,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.39056,,,0.91446,-2.4761,28,-0.088432143,-884.3214286,,,,,,
M3,C,2,12,a,0.43673,9/5/2025,2.44831,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.34616,,,0.89785,-2.44831,28,-0.087439643,-874.3964286,,,,,,
M3,C,2,12,b ,0.43734,9/5/2025,2.45768,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.45673,,,0.99905,-2.45768,28,-0.087774286,-877.7428571,,,,,,
M3,C,2,12,c,0.4372,9/5/2025,2.43909,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.34782,,,0.90873,-2.43909,28,-0.087110357,-871.1035714,,,,,,
M3,C,2,24,a ,0.4339391,9/5/2025,2.40463,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.13296,,,0.72833,-2.40463,28,-0.085879643,-858.7964286,,,,,,50% filter
M3,C,2,24,b ,0.45372,9/5/2025,2.41115,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.85924,,,1.44809,-2.41115,28,-0.0861125,-861.125,,,,,,
M3,C,2,24,c,0.43352,9/5/2025,2.40666,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),4.14054,,,1.73388,-2.40666,28,-0.085952143,-859.5214286,,,,,,
M3,C,2,48,a,0.45328,9/5/2025,2.41329,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.23303,,,0.81974,-2.41329,28,-0.086188929,-861.8892857,,,,,,
M3,C,2,48,b ,0.43289,9/5/2025,2.42191,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.11089,,,0.68898,-2.42191,28,-0.086496786,-864.9678571,,,,,,
M3,C,2,48,c,0.43335,9/5/2025,2.42219,10/3/2025,63.61725116,5.31,,0,-5.31,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.27285,,,0.85066,-2.42219,28,-0.086506786,-865.0678571,,,,,,
M3,C,,,E-1 ,0.45794,NA,2.43723,NA,63.61725116,5.31,,0,-5.31,NA,NA,,,#VALUE!,-2.43723,#VALUE!,#VALUE!,#VALUE!,,,,,,M2 filters
M3,C,,,E-2 ,0.4582,NA,2.41471,NA,63.61725116,5.31,,0,-5.31,NA,NA,,,#VALUE!,-2.41471,#VALUE!,#VALUE!,#VALUE!,,,,,,M2 filters
M3,C,,,E-3 ,0.43545,NA,2.44877,NA,63.61725116,5.31,,0,-5.31,NA,NA,,,#VALUE!,-2.44877,#VALUE!,#VALUE!,#VALUE!,,,,,,M2 filters
M3,C,,,E-4 ,0.45669,NA,2.432,NA,63.61725116,5.31,,0,-5.31,NA,NA,,,#VALUE!,-2.432,#VALUE!,#VALUE!,#VALUE!,,,,,,M2 filters
M3,S,1,0.5,a,0.45638,9/8/2025,2.48332,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),8.35604,,,5.87272,-2.48332,28,-0.08869,-886.9,,,,,,
M3,S,1,0.5,b ,0.4357,9/8/2025,2.4905,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),7.37795,,,4.88745,-2.4905,28,-0.088946429,-889.4642857,,,,,,
M3,S,1,0.5,c,0.45856,9/8/2025,2.48245,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),7.58765,,,5.1052,-2.48245,28,-0.088658929,-886.5892857,,,,,,
M3,S,1,2,a,0.43729,9/8/2025,2.465,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),6.82264,,,4.35764,-2.465,28,-0.088035714,-880.3571429,,,,,,
M3,S,1,2,b ,0.45965,9/8/2025,2.43138,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),9.03163,,,6.60025,-2.43138,28,-0.086835,-868.35,,,,,,
M3,S,1,2,c,0.43591,9/8/2025,2.45736,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),3.73975,,,1.28239,-2.45736,28,-0.087762857,-877.6285714,,,,,,
M3,S,1,6,a,0.46035,9/8/2025,2.44391,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),3.7246,,,1.28069,-2.44391,28,-0.0872825,-872.825,,,,,,
M3,S,1,6,b ,0.43825,9/8/2025,2.45021,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),3.56503,,,1.11482,-2.45021,28,-0.0875075,-875.075,,,,,,
M3,S,1,6,c,0.43598,9/8/2025,2.46581,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),3.09643,,,0.63062,-2.46581,28,-0.088064643,-880.6464286,,,,,,
M3,S,1,12,a,0.46009,9/8/2025,2.46051,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),3.18609,,,0.72558,-2.46051,28,-0.087875357,-878.7535714,,,,,,
M3,S,1,12,b ,0.45949,9/8/2025,2.46822,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),4.29858,,,1.83036,-2.46822,28,-0.088150714,-881.5071429,,,,,,
M3,S,1,12,c,0.43479,9/8/2025,2.48525,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),4.30551,,,1.82026,-2.48525,28,-0.088758929,-887.5892857,,,,,,
M3,S,1,24,a ,0.43619,9/8/2025,2.46601,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),3.53663,,,1.07062,-2.46601,28,-0.088071786,-880.7178571,,,,,,
M3,S,1,24,b ,0.45975,9/8/2025,2.48892,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),3.80406,,,1.31514,-2.48892,28,-0.08889,-888.9,,,,,,
M3,S,1,24,c,0.43651,9/8/2025,2.44468,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),3.63378,,,1.1891,-2.44468,28,-0.08731,-873.1,,,,,,
M3,S,1,48,a,0.43688,9/8/2025,2.40638,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),2.9544,,,0.54802,-2.40638,28,-0.085942143,-859.4214286,,,,,,
M3,S,1,48,b ,0.45907,9/8/2025,2.42079,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),3.25874,,,0.83795,-2.42079,28,-0.086456786,-864.5678571,,,,,,
M3,S,1,48,c,0.43625,9/8/2025,2.44086,10/6/2025,63.61725116,5.31,,0,-5.31,10/26-10/27 4:30 pm (24 hours? No end time),3.13995,,,0.69909,-2.44086,28,-0.087173571,-871.7357143,,,,,,
M3,S,2,0.5,a,0.45653,9/8/2025,2.4347,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,5.11585,,,2.68115,-2.4347,28,-0.086953571,-869.5357143,,,,,,
M3,S,2,0.5,b ,0.43721,9/8/2025,2.4411,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,7.21103,,,4.76993,-2.4411,28,-0.087182143,-871.8214286,,,,,,
M3,S,2,0.5,c,0.45819,9/8/2025,2.44157,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,14.87652,,,12.43495,-2.44157,28,-0.087198929,-871.9892857,,,,,,
M3,S,2,2,a,0.43649,9/8/2025,2.44707,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,5.90937,,,3.4623,-2.44707,28,-0.087395357,-873.9535714,,,,,,
M3,S,2,2,b ,0.43575,9/8/2025,2.46076,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,9.96592,,,7.50516,-2.46076,28,-0.087884286,-878.8428571,,,,,,
M3,S,2,2,c,0.45724,9/8/2025,2.46384,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,7.75333,,,5.28949,-2.46384,28,-0.087994286,-879.9428571,,,,,,
M3,S,2,6,a,0.43631,9/8/2025,2.43481,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,3.02147,,,0.58666,-2.43481,28,-0.0869575,-869.575,,,,,,
M3,S,2,6,b ,0.45621,9/8/2025,2.46061,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,4.33048,,,1.86987,-2.46061,28,-0.087878929,-878.7892857,,,,,,
M3,S,2,6,c,0.4367,9/8/2025,2.47684,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,4.30208,,,1.82524,-2.47684,28,-0.088458571,-884.5857143,,,,,,
M3,S,2,12,a,0.45791,9/8/2025,2.45,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,4.65109,,,2.20109,-2.45,28,-0.0875,-875,,,,,,
M3,S,2,12,b ,0.43702,9/8/2025,2.45402,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,4.6985,,,2.24448,-2.45402,28,-0.087643571,-876.4357143,,,,,,
M3,S,2,12,c,0.43669,9/8/2025,2.46181,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,4.85051,,,2.3887,-2.46181,28,-0.087921786,-879.2178571,,,,,,
M3,S,2,24,a ,0.4595,9/8/2025,2.43657,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,3.44832,,,1.01175,-2.43657,28,-0.087020357,-870.2035714,,,,,,
M3,S,2,24,b ,0.43645,9/8/2025,2.4408,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,3.24076,,,0.79996,-2.4408,28,-0.087171429,-871.7142857,,,,,,
M3,S,2,24,c,0.45905,9/8/2025,2.44191,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,3.46851,,,1.0266,-2.44191,28,-0.087211071,-872.1107143,,,,,,
M3,S,2,48,a,0.45722,9/8/2025,2.44243,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,3.38432,,,0.94189,-2.44243,28,-0.087229643,-872.2964286,,,,,,
M3,S,2,48,b ,0.43616,9/8/2025,2.46268,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,3.36281,,,0.90013,-2.46268,28,-0.087952857,-879.5285714,,,,,,
M3,S,2,48,c,0.4368,9/8/2025,2.45103,10/6/2025,63.61725116,5.31,,0,-5.31,10/30-10/31 (no timing included) ,3.28045,,,0.82942,-2.45103,28,-0.087536786,-875.3678571,,,,,,
M3,S,,,E-1 ,0.45114,NA,2.45884,NA,63.61725116,5.31,,0,-5.31,,,,,-2.45884,-2.45884,#VALUE!,#VALUE!,#VALUE!,,,,,,M2 Filters 
M3,S,,,E-2 ,0.43278,NA,2.45063,NA,63.61725116,5.31,,0,-5.31,,,,,-2.45063,-2.45063,#VALUE!,#VALUE!,#VALUE!,,,,,,
M3,S,,,E-3 ,0.434,NA,2.44816,NA,63.61725116,5.31,,0,-5.31,,,,,-2.44816,-2.44816,#VALUE!,#VALUE!,#VALUE!,,,,,,
M3,S,,,E-4 ,0.45544,NA,2.44711,NA,63.61725116,5.31,,0,-5.31,,,,,-2.44711,-2.44711,#VALUE!,#VALUE!,#VALUE!,,,,,,
M4,B,1,0.5,a ,4.42787,10/8/2025,2.7101,11/15/2025,63.61725116,5.31,,0,-5.31,,8.40705,,,,,,,,,,,,,Attempt on 11/5/2025 but rained out
M4,B,1,0.5,b ,4.22077,10/8/2025,2.71699,11/15/2025,63.61725116,5.31,,0,-5.31,,7.46285,,,,,,,,,,,,,
M4,B,1,0.5,c,4.49514,10/8/2025,241755,11/15/2025,63.61725116,5.31,,0,-5.31,,8.01413,,,,,,,,,,,,,
M4,B,1,2,a ,4.36716,10/8/2025,7.12942,11/15/2025,63.61725116,5.31,,0,-5.31,,7.16044,,,,,,,,,,,,,
M4,B,1,2,b ,4.36525,10/8/2025,2.0895,11/15/2025,63.61725116,5.31,,0,-5.31,,7.59752,,,,,,,,,,,,,
M4,B,1,2,c,4.41649,10/8/2025,2.71925,11/15/2025,63.61725116,5.31,,0,-5.31,,7.47853,,,,,,,,,,,,,
M4,B,1,6,a ,0.45577,10/8/2025,2.43979,11/15/2025,63.61725116,5.31,,0,-5.31,,3.52732,,,,,,,,,,,,,
M4,B,1,6,b ,0.45436,10/8/2025,245008,11/15/2025,63.61725116,5.31,,0,-5.31,,3.11619,,,,,,,,,,,,,
M4,B,1,6,c,0.45732,10/8/2025,2.4197,11/15/2025,63.61725116,5.31,,0,-5.31,,3.1068,,,,,,,,,,,,,
M4,B,1,12,a ,0.45535,10/8/2025,2.43691,11/15/2025,63.61725116,5.31,,0,-5.31,,3.0704,,,,,,,,,,,,,
M4,B,1,12,b ,0.45771,10/8/2025,2.42781,11/15/2025,63.61725116,5.31,,0,-5.31,,3.18407,,,,,,,,,,,,,
M4,B,1,12,c,0.45378,10/8/2025,2.42922,11/15/2025,63.61725116,5.31,,0,-5.31,,3.12309,,,,,,,,,,,,,
M4,B,1,18,a ,0.45476,10/8/2025,2.41305,11/15/2025,63.61725116,5.31,,0,-5.31,,3.19437,,,,,,,,,,,,,
M4,B,1,18,b ,0.45583,10/8/2025,2.45592,11/15/2025,63.61725116,5.31,,0,-5.31,,3.1308,,,,,,,,,,,,,
M4,B,1,18,c ,0.45508,10/8/2025,2.443c,11/15/2025,63.61725116,5.31,,0,-5.31,,3.0432,,,,,,,,,,,,,
M4,B,1,24,a ,0.45684,10/8/2025,2.43584,11/15/2025,63.61725116,5.31,,0,-5.31,,2.85023,,,,,,,,,,,,,
M4,B,1,24,b ,0.45457,10/8/2025,2.44744,11/15/2025,63.61725116,5.31,,0,-5.31,,2.96784,,,,,,,,,,,,,
M4,B,1,24,c,0.45632,10/8/2025,2.42634,11/15/2025,63.61725116,5.31,,0,-5.31,,2.94398,,,,,,,,,,,,,
M4,B,1,48,a ,0.45358,10/8/2025,2.44845,11/15/2025,63.61725116,5.31,,0,-5.31,,3.03423,,,,,,,,,,,,,
M4,B,1,48,b ,0.45457,10/8/2025,2.44438,11/15/2025,63.61725116,5.31,,0,-5.31,,3.07947,,,,,,,,,,,,,
M4,B,1,48,c,0.45748,10/8/2025,2.42859,11/15/2025,63.61725116,5.31,,0,-5.31,,3.07925,,,,,,,,,,,,,
M4,B,2,0.5,a ,4.41219,10/8/2025,2.44561,11/15/2025,63.61725116,5.31,,0,-5.31,,7.6143,,,,,,,,,,,,,
M4,B,2,0.5,b ,4.46413,10/8/2025,2.4513,11/15/2025,63.61725116,5.31,,0,-5.31,,7.46603,7.8304,,,,,,,,,,,,
M4,B,2,0.5,c,4.26315,10/8/2025,2.47503,11/15/2025,63.61725116,5.31,,0,-5.31,,7.8304,,,,,,,,,,,,,
M4,B,2,2,a ,4.86744,10/8/2025,2.46533,11/15/2025,63.61725116,5.31,,0,-5.31,,7.28275,,,,,,,,,,,,,
M4,B,2,2,b ,4.83472,10/8/2025,2.44212,11/15/2025,63.61725116,5.31,,0,-5.31,,6.87814,,,,,,,,,,,,,
M4,B,2,2,c,4.60203,10/8/2025,2.45041,11/15/2025,63.61725116,5.31,,0,-5.31,,7.77605,,,,,,,,,,,,,
M4,B,2,6,a ,0.45341,10/8/2025,2.42581,11/15/2025,63.61725116,5.31,,0,-5.31,,3.16382,,,,,,,,,,,,,
M4,B,2,6,b ,0.45368,10/8/2025,2.41313,11/15/2025,63.61725116,5.31,,0,-5.31,,3.9651,4.20335?,,,,,,,,,,,,
M4,B,2,6,c,0.45062,10/8/2025,2.4265,11/15/2025,63.61725116,5.31,,0,-5.31,,4.20335,,,,,,,,,,,,,
M4,B,2,12,a ,0.45487,10/8/2025,2.438578,11/15/2025,63.61725116,5.31,,0,-5.31,,3.95449,,,,,,,,,,,,,
M4,B,2,12,b ,0.45359,10/8/2025,2.44489,11/15/2025,63.61725116,5.31,,0,-5.31,,4.24839,,,,,,,,,,,,,
M4,B,2,12,c,0.44997,10/8/2025,2.21116,11/15/2025,63.61725116,5.31,,0,-5.31,,3.23553,,,,,,,,,,,,,
M4,B,2,24,a ,0.45214,10/8/2025,2.68758,11/15/2025,63.61725116,5.31,,0,-5.31,,3.55187,,,,,,,,,,,,,
M4,B,2,24,b ,0.45141,10/8/2025,2.67636,11/15/2025,63.61725116,5.31,,0,-5.31,,3.389011,,,,,,,,,,,,,
M4,B,2,24,c,0.45393,10/8/2025,2.67834,11/15/2025,63.61725116,5.31,,0,-5.31,,3.44958,,,,,,,,,,,,,
M4,B,2,48,a ,0.45383,10/8/2025,2.7138,11/15/2025,63.61725116,5.31,,0,-5.31,,3.51945,,,,,,,,,,,,,
M4,B,2,48,b ,0.4546,10/8/2025,2.75352,11/15/2025,63.61725116,5.31,,0,-5.31,,3.13799,,,,,,,,,,,,,
M4,B,2,48,c,0.45226,10/8/2025,2.7399,11/15/2025,63.61725116,5.31,,0,-5.31,,3.6442,,,,,,,,,,,,,
M4,B,,,E1 ,0.4531,NA,NA,NA,63.61725116,5.31,,0,-5.31,,NA,,,,,,,,,,,,,
M4,B,,,E2 ,0.45123,NA,NA,NA,63.61725116,5.31,,0,-5.31,,NA,,,,,,,,,,,,,
M4,B,,,E3,0.45065,NA,NA,NA,63.61725116,5.31,,0,-5.31,,NA,,,,,,,,,,,,,
M4,B,,,E4 ,0.45158,NA,NA,NA,63.61725116,5.31,,0,-5.31,,NA,,,,,,,,,,,,,
M4,G,1,0.5,a,4.55164,10/7/2025,2.0691,11/4/2025,63.61725116,5.31,,0,-5.31,,7.27405,,,,,,,,,,,,,
M4,G,1,0.5,b ,4.3146,10/7/2025,2.13209,11/4/2025,63.61725116,5.31,,0,-5.31,,6.72337,,,,,,,,,,,,,
M4,G,1,0.5,c,4.26492,10/7/2025,2.08785,11/4/2025,63.61725116,5.31,,0,-5.31,,6.80001,,,,,,,,,,,,,
M4,G,1,2,a,4.37822,10/7/2025,2.16189,11/4/2025,63.61725116,5.31,,0,-5.31,,8.64794,,,,,,,,,,,,,
M4,G,1,2,b ,4.57398,10/7/2025,2.12086,11/4/2025,63.61725116,5.31,,0,-5.31,,10.39168,,,,,,,,,,,,,
M4,G,1,2,c,4.5185,10/7/2025,2.1563,11/4/2025,63.61725116,5.31,,0,-5.31,,13.05305,,,,,,,,,,,,,
M4,G,1,6,a,0.4563,10/7/2025,2.15081,11/4/2025,63.61725116,5.31,,0,-5.31,,4.16395,,,,,,,,,,,,,
M4,G,1,6,b ,0.44799,10/7/2025,2.14298,11/4/2025,63.61725116,5.31,,0,-5.31,,3.70143,,,,,,,,,,,,,
M4,G,1,6,c,0.45456,10/7/2025,2.17162,11/4/2025,63.61725116,5.31,,0,-5.31,,4.45913,,,,,,,,,,,,,
M4,G,1,12,a,0.45528,10/7/2025,2.09247,11/4/2025,63.61725116,5.31,,0,-5.31,,3.10163,,,,,,,,,,,,,
M4,G,1,12,b ,0.45372,10/7/2025,2.1397,11/4/2025,63.61725116,5.31,,0,-5.31,,3.06064,,,,,,,,,,,,,
M4,G,1,12,c,0. 45180,10/7/2025,2.12139,11/4/2025,63.61725116,5.31,,#VALUE!,-5.31,,3.15422,,,,,,,,,,,,,
M4,G,1,24,a ,0.45117,10/7/2025,2.09454,11/4/2025,63.61725116,5.31,,0,-5.31,,2.87403,,,,,,,,,,,,,
M4,G,1,24,b ,0.45747,10/7/2025,7.10474,11/4/2025,63.61725116,5.31,,0,-5.31,,2.76553,,,,,,,,,,,,,
M4,G,1,24,c,6.455z,10/7/2025,2.10251,11/4/2025,63.61725116,5.31,,#VALUE!,-5.31,,2.76218,,,,,,,,,,,,,
M4,G,1,48,a,0.45823,10/7/2025,2.12838,11/4/2025,63.61725116,5.31,,0,-5.31,,2.75864,,,,,,,,,,,,,
M4,G,1,48,b ,0.45693,10/7/2025,2.0943,11/4/2025,63.61725116,5.31,,0,-5.31,,2.68226,,,,,,,,,,,,,
M4,G,1,48,c,6.45447,10/7/2025,2.02822,11/4/2025,63.61725116,5.31,,0,-5.31,,2.71587,,,,,,,,,,,,,
M4,G,2,0.5,a,0.35308,10/7/2025,2.0721,11/4/2025,63.61725116,5.31,,0,-5.31,,126.97,,,,,,,,,,,,,
M4,G,2,0.5,b ,4.65678,10/7/2025,2.12821,11/4/2025,63.61725116,5.31,,0,-5.31,,9.70885,,,,,,,,,,,,,
M4,G,2,0.5,c,4.66618,10/7/2025,2.10376,11/4/2025,63.61725116,5.31,,0,-5.31,,8.2391,,,,,,,,,,,,,
M4,G,2,2,a,4.3349,10/7/2025,2.14254,11/4/2025,63.61725116,5.31,,0,-5.31,,7.44753,,,,,,,,,,,,,
