Study Phase ,Site ,Tran,Dist ,Rep or Extra,St Filter Wt (g) ,Date Placed,St Ziploc Wt (g) ,Date Removed ,Filter Area (cm2) ,Rubber Band Surface Area (cm2),Prop Filter Recovered (%)  ,"Post-Dry Mass  (Filter/Zip/Sed Total, g) ",Adjusted Filter Mass Recovered (g),Adjusted Filter Surface Area Recovered (cm2),"Sediment Mass               (Post-Dry Mass- Adjusted Filter Mass Recovered-Bag Mass, g)",Sediment Density (Sediment Mass/Adj Filter SA; g/cm2),Flux                        (# of Days Deployed) ,Flux-cm                (Sediment Density/Duration;  g/cm2 per day)  ,Flux-m                  (Sediment Density/Duration; g/m2 per day) 
M5,G,2,0.5,b ,4.53479,11/4/2025,2.38676,12/11/2025,63.61725116,5.31,1,7.38673,4.53479,58.30725116,0.46518,0.007978081,37,0.000215624,2.156238235
M5,G,2,0.5,c,4.29694,11/4/2025,2.38141,12/11/2025,63.61725116,5.31,1,6.73892,4.29694,58.30725116,0.06057,0.001038807,37,2.80759E-05,0.280758738
M5,G,2,2,a,4.33481,11/4/2025,2.28227,12/11/2025,63.61725116,5.31,1,362.73,4.33481,58.30725116,356.11292,6.107523728,37,0.165068209,1650.682089
M5,G,2,2,b ,4.41113,11/4/2025,2.29648,12/11/2025,63.61725116,5.31,1,288.93,4.41113,58.30725116,282.22239,4.840262307,37,0.1308179,1308.179002
M5,G,2,2,c,4.45482,11/4/2025,2.33848,12/11/2025,63.61725116,5.31,1,92.78,4.45482,58.30725116,85.9867,1.474717094,37,0.039857219,398.5721876
M5,G,2,6,a,0.44756,11/4/2025,2.39239,12/11/2025,63.61725116,5.31,1,9.01469,0.44756,58.30725116,6.17474,0.105900036,37,0.002862163,28.62163137
M5,G,2,6,b ,0.45771,11/4/2025,2.29009,12/11/2025,63.61725116,5.31,1,5.41501,0.45771,58.30725116,2.66721,0.045744053,37,0.001236326,12.36325763
M5,G,2,6,c,0.4471,11/4/2025,2.2945,12/11/2025,63.61725116,5.31,1,4.76045,0.4471,58.30725116,2.01885,0.034624338,37,0.000935793,9.357929319
M5,G,2,12,a,0.46125,11/4/2025,2.32671,12/11/2025,63.61725116,5.31,1,4.99023,0.46125,58.30725116,2.20227,0.037770088,37,0.001020813,10.20813186
M5,G,2,12,b ,0.44747,11/4/2025,2.28915,12/11/2025,63.61725116,5.31,1,4.23989,0.44747,58.30725116,1.50327,0.025781871,37,0.000696807,6.968073115
M5,G,2,12,c,0.45422,11/4/2025,2.31164,12/11/2025,63.61725116,5.31,1,4.97652,0.45422,58.30725116,2.21066,0.037913981,37,0.001024702,10.24702183
M5,G,2,24,a ,0.46033,11/4/2025,2.29938,12/11/2025,63.61725116,5.31,1,3.2715,0.46033,58.30725116,0.51179,0.008777467,37,0.000237229,2.372288504
M5,G,2,24,b ,0.44646,11/4/2025,2.29581,12/11/2025,63.61725116,5.31,1,3.18404,0.44646,58.30725116,0.44177,0.007576588,37,0.000204773,2.047726396
M5,G,2,24,c,0.45935,11/4/2025,2.27699,12/11/2025,63.61725116,5.31,1,3.15689,0.45935,58.30725116,0.42055,0.007212654,37,0.000194937,1.949365815
M5,G,2,48,a,0.44563,11/4/2025,2.23774,12/11/2025,63.61725116,5.31,1,3.15486,0.44563,58.30725116,0.47149,0.008086301,37,0.000218549,2.185486834
M5,G,2,48,b ,0.45154,11/4/2025,2.29072,12/11/2025,63.61725116,5.31,1,3.12004,0.45154,58.30725116,0.37778,0.006479126,37,0.000175112,1.75111501
M5,G,2,48,c,0.45873,11/4/2025,2.26414,12/11/2025,63.61725116,5.31,1,3.19225,0.45873,58.30725116,0.46938,0.008050114,37,0.000217571,2.175706399
M5,G,,,E-1 ,0.45238,NA,2.32325,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,G,,,E-2 ,0.45788,NA,2.35449,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,G,,,E-3 ,0.45237,NA,2.33699,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,G,,,E-4 ,0.45968,NA,2.29352,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,C,1,0.5,a,4.60733,11/6/2025,2.12908,12/3/2025,63.61725116,5.31,1,6.86049,4.60733,58.30725116,0.12408,0.002128037,27,7.88162E-05,0.788161929
M5,C,1,0.5,b ,4.56069,11/6/2025,2.08094,12/3/2025,63.61725116,5.31,1,6.72344,4.56069,58.30725116,0.08181,0.001403084,27,5.19661E-05,0.519660924
M5,C,1,0.5,c,4.38219,11/6/2025,2.08384,12/3/2025,63.61725116,5.31,1,6.58711,4.38219,58.30725116,0.12108,0.002076586,27,7.69106E-05,0.76910579
M5,C,1,2,a,4.56217,11/6/2025,2.03213,12/3/2025,63.61725116,5.31,1,6.76047,4.56217,58.30725116,0.16617,0.002849903,27,0.000105552,1.055519566
M5,C,1,2,b ,4.6247,11/6/2025,2.14255,12/3/2025,63.61725116,5.31,1,6.88285,4.6247,58.30725116,0.1156,0.001982601,27,7.34297E-05,0.734296575
M5,C,1,2,c,4.10931,11/6/2025,2.07881,12/3/2025,63.61725116,5.31,1,6.37716,4.10931,58.30725116,0.18904,0.003242135,27,0.000120079,1.200790869
M5,C,1,6,a,0.44637,11/6/2025,2.07887,12/3/2025,63.61725116,5.31,0.5,2.79171,0.223185,26.49862558,0.489655,0.018478506,27,0.000684389,6.843890947
M5,C,1,6,b ,0.44879,11/6/2025,2.06025,12/3/2025,63.61725116,5.31,1,3.2882,0.44879,58.30725116,0.77916,0.013363003,27,0.000494926,4.949260547
M5,C,1,6,c,0.44813,11/6/2025,2.11058,12/3/2025,63.61725116,5.31,1,3.42914,0.44813,58.30725116,0.87043,0.014928332,27,0.000552901,5.529011831
M5,C,1,12,a,0.44579,11/6/2025,2.12836,12/3/2025,63.61725116,5.31,1,4.98054,0.44579,58.30725116,2.40639,0.041270853,27,0.00152855,15.28550117
M5,C,1,12,b ,0.45301,11/6/2025,2.12717,12/3/2025,63.61725116,5.31,1,5.18122,0.45301,58.30725116,2.60104,0.044609203,27,0.001652193,16.52192702
M5,C,1,12,c,0.45572,11/6/2025,2.07149,12/3/2025,63.61725116,5.31,1,2.96159,0.45572,58.30725116,0.43438,0.007449845,27,0.00027592,2.759201957
M5,C,1,24,a ,0.44721,11/6/2025,2.09906,12/3/2025,63.61725116,5.31,1,2.9883,0.44721,58.30725116,0.44203,0.007581047,27,0.00028078,2.807795112
M5,C,1,24,b ,0.44649,11/6/2025,2.15716,12/3/2025,63.61725116,5.31,1,3.12248,0.44649,58.30725116,0.51883,0.008898207,27,0.000329563,3.295632283
M5,C,1,24,c,0.44746,11/6/2025,2.12894,12/3/2025,63.61725116,5.31,1,3.06703,0.44746,58.30725116,0.49063,0.008414562,27,0.00031165,3.116504572
M5,C,1,48,a,0.45581,11/6/2025,2.09197,12/3/2025,63.61725116,5.31,1,2.92077,0.45581,58.30725116,0.37299,0.006396975,27,0.000236925,2.369249822
M5,C,1,48,b ,0.4453,11/6/2025,2.10737,12/3/2025,63.61725116,5.31,1,3.10995,0.4453,58.30725116,0.55728,0.009557645,27,0.000353987,3.539868471
M5,C,1,48,c,0.45816,11/6/2025,2.0973,12/3/2025,63.61725116,5.31,1,2.94089,0.45816,58.30725116,0.38543,0.006610327,27,0.000244827,2.448269281
M5,C,2,0.5,a,4.33657,11/6/2025,2.11445,12/3/2025,63.61725116,5.31,1,6.50479,4.33657,58.30725116,0.05377,0.000922184,27,3.4155E-05,0.34154954
M5,C,2,0.5,b ,4.33645,11/6/2025,2.08608,12/3/2025,63.61725116,5.31,1,6.45941,4.33645,58.30725116,0.03688,0.000632511,27,2.34263E-05,0.234263475
M5,C,2,0.5,c,4.37658,11/6/2025,2.0973,12/3/2025,63.61725116,5.31,1,6.51811,4.37658,58.30725116,0.04423,0.000758568,27,2.80951E-05,0.280951016
M5,C,2,2,a,4.9707,11/6/2025,2.13272,12/3/2025,63.61725116,5.31,1,7.17014,4.9707,58.30725116,0.06672,0.001144283,27,4.23809E-05,0.423808542
M5,C,2,2,b ,4.35102,11/6/2025,2.10056,12/3/2025,63.61725116,5.31,1,6.55596,4.35102,58.30725116,0.10438,0.001790172,27,6.63027E-05,0.663026613
M5,C,2,2,c,4.39979,11/6/2025,2.07825,12/3/2025,63.61725116,5.31,1,6.56748,4.39979,58.30725116,0.08944,0.001533943,27,5.68127E-05,0.568127039
M5,C,2,6,a,0.44651,11/6/2025,2.10544,12/3/2025,63.61725116,5.31,1,2.82889,0.44651,58.30725116,0.27694,0.004749667,27,0.000175914,1.759135756
M5,C,2,6,b ,0.45136,11/6/2025,2.09934,12/3/2025,63.61725116,5.31,1,2.80021,0.45136,58.30725116,0.24951,0.004279228,27,0.00015849,1.584899121
M5,C,2,6,c,0.45669,11/6/2025,2.09519,12/3/2025,63.61725116,5.31,1,2.76877,0.45669,58.30725116,0.21689,0.003719777,27,0.00013777,1.377695364
M5,C,2,12,a,0.45248,11/6/2025,2.11482,12/3/2025,63.61725116,5.31,1,2.77792,0.45248,58.30725116,0.21062,0.003612244,27,0.000133787,1.337868033
M5,C,2,12,b ,0.45421,11/6/2025,2.04439,12/3/2025,63.61725116,5.31,1,2.69923,0.45421,58.30725116,0.20063,0.00344091,27,0.000127441,1.274411088
M5,C,2,12,c,0.45219,11/6/2025,2.08296,12/3/2025,63.61725116,5.31,1,2.67758,0.45219,58.30725116,0.14243,0.002442749,27,9.04722E-05,0.904721982
M5,C,2,24,a ,0.44691,11/6/2025,2.08857,12/3/2025,63.61725116,5.31,1,3.3172,0.44691,58.30725116,0.78172,0.013406909,27,0.000496552,4.965521786
M5,C,2,24,b ,0.45079,11/6/2025,2.11223,12/3/2025,63.61725116,5.31,1,3.2324,0.45079,58.30725116,0.66938,0.011480219,27,0.000425193,4.251932883
M5,C,2,24,c,0.45535,11/6/2025,2.13181,12/3/2025,63.61725116,5.31,1,3.52926,0.45535,58.30725116,0.9421,0.01615751,27,0.000598426,5.984263003
M5,C,2,48,a,0.45809,11/6/2025,2.11702,12/3/2025,63.61725116,5.31,1,2.99143,0.45809,58.30725116,0.41632,0.007140107,27,0.000264448,2.644483997
M5,C,2,48,b ,0.45165,11/6/2025,2.13431,12/3/2025,63.61725116,5.31,1,3.05681,0.45165,58.30725116,0.47085,0.008075325,27,0.000299086,2.990861092
M5,C,2,48,c,0.45227,11/6/2025,2.12266,12/3/2025,63.61725116,5.31,1,3.01716,0.45227,58.30725116,0.44223,0.007584477,27,0.000280907,2.809065522
M5,C,,,E-1 ,NA,NA,2.04185,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,C,,,E-2 ,NA,NA,2.06587,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,C,,,E-3 ,NA,NA,2.05408,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,C,,,E-4 ,NA,NA,2.10036,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,S,1,0.5,a,4.32923,11/3/2025,2.1003,12/2/2025,63.61725116,5.31,1,6.61944,4.32923,58.30725116,0.18991,0.003257056,29,0.000112312,1.123122864
M5,S,1,0.5,b ,4.49597,11/3/2025,2.11343,12/2/2025,63.61725116,5.31,1,6.70252,4.49597,58.30725116,0.09312,0.001597057,29,5.50709E-05,0.550709289
M5,S,1,0.5,c,4.30419,11/3/2025,2.26328,12/2/2025,63.61725116,5.31,1,6.77529,4.30419,58.30725116,0.20782,0.003564222,29,0.000122904,1.229042144
M5,S,1,2,a,4.13341,11/3/2025,2.09657,12/2/2025,63.61725116,5.31,1,6.54345,4.13341,58.30725116,0.31347,0.005376175,29,0.000185385,1.853853531
M5,S,1,2,b ,4.28667,11/3/2025,2.07502,12/2/2025,63.61725116,5.31,1,6.62221,4.28667,58.30725116,0.26052,0.004468055,29,0.000154071,1.540708591
M5,S,1,2,c,4.5329,11/3/2025,2.38804,12/2/2025,63.61725116,5.31,1,7.09237,4.5329,58.30725116,0.17143,0.002940115,29,0.000101383,1.013832618
M5,S,1,6,a,0.45564,11/3/2025,2.40596,12/2/2025,63.61725116,5.31,1,3.71339,0.45564,58.30725116,0.85179,0.014608646,29,0.000503746,5.037464189
M5,S,1,6,b ,0.4611,11/3/2025,2.41387,12/2/2025,63.61725116,5.31,1,3.40115,0.4611,58.30725116,0.52618,0.009024264,29,0.000311182,3.111815009
M5,S,1,6,c,0.4543,11/3/2025,2.40039,12/2/2025,63.61725116,5.31,1,3.26645,0.4543,58.30725116,0.41176,0.0070619,29,0.000243514,2.435138067
M5,S,1,12,a,0.46097,11/3/2025,2.3801,12/2/2025,63.61725116,5.31,1,3.56312,0.46097,58.30725116,0.72205,0.012383537,29,0.000427019,4.27018516
M5,S,1,12,b ,0.45548,11/3/2025,2.36282,12/2/2025,63.61725116,5.31,1,3.42545,0.45548,58.30725116,0.60715,0.010412942,29,0.000359067,3.59066951
M5,S,1,12,c,0.45975,11/3/2025,2.38498,12/2/2025,63.61725116,5.31,1,3.60825,0.45975,58.30725116,0.76352,0.013094769,29,0.000451544,4.515437675
M5,S,1,24,a ,0.45618,11/3/2025,2.36075,12/2/2025,63.61725116,5.31,1,5.33989,0.45618,58.30725116,2.52296,0.04327009,29,0.001492072,14.92072066
M5,S,1,24,b ,0.44669,11/3/2025,2.35921,12/2/2025,63.61725116,5.31,1,6.6612,0.44669,58.30725116,3.8553,0.066120421,29,0.002280015,22.80014521
M5,S,1,24,c,0.45799,11/3/2025,2.35448,12/2/2025,63.61725116,5.31,1,6.92389,0.45799,58.30725116,4.11142,0.070513014,29,0.002431483,24.31483231
M5,S,1,48,a,0.44851,11/3/2025,2.34975,12/2/2025,63.61725116,5.31,1,4.43923,0.44851,58.30725116,1.64097,0.028143498,29,0.000970465,9.704654445
M5,S,1,48,b ,0.45909,11/3/2025,2.33927,12/2/2025,63.61725116,5.31,1,5.25847,0.45909,58.30725116,2.46011,0.042192179,29,0.001454903,14.54902737
M5,S,1,48,c,0.44982,11/3/2025,2.30862,12/2/2025,63.61725116,5.31,1,5.05493,0.44982,58.30725116,2.29649,0.03938601,29,0.001358138,13.58138289
M5,S,2,0.5,a,4.51395,11/3/2025,2.36107,12/2/2025,63.61725116,5.31,1,7.02297,4.51395,58.30725116,0.14795,0.00253742,29,8.74973E-05,0.874972501
M5,S,2,0.5,b ,4.35187,11/3/2025,2.34175,12/2/2025,63.61725116,5.31,1,6.8806,4.35187,58.30725116,0.18698,0.003206805,29,0.000110579,1.105794919
M5,S,2,0.5,c,4.35755,11/3/2025,2.38215,12/2/2025,63.61725116,5.31,1,6.89521,4.35755,58.30725116,0.15551,0.002667078,29,9.19682E-05,0.919682147
M5,S,2,2,a,4.37341,11/3/2025,2.37704,12/2/2025,63.61725116,5.31,1,7.57442,4.37341,58.30725116,0.82397,0.014131519,29,0.000487294,4.872937423
M5,S,2,2,b ,4.45218,11/3/2025,2.31695,12/2/2025,63.61725116,5.31,1,7.04017,4.45218,58.30725116,0.27104,0.004648478,29,0.000160292,1.602923601
M5,S,2,2,c,4.36628,11/3/2025,2.26915,12/2/2025,63.61725116,5.31,1,6.82497,4.36628,58.30725116,0.18954,0.003250711,29,0.000112093,1.120934693
M5,S,2,6,a,0.46035,11/3/2025,2.32566,12/2/2025,63.61725116,5.31,1,3.52866,0.46035,58.30725116,0.74265,0.012736838,29,0.000439201,4.392013031
M5,S,2,6,b ,0.45008,11/3/2025,2.26954,12/2/2025,63.61725116,5.31,1,3.3258,0.45008,58.30725116,0.60618,0.010396306,29,0.000358493,3.584932955
M5,S,2,6,c,0.45639,11/3/2025,2.30438,12/2/2025,63.61725116,5.31,1,3.50543,0.45639,58.30725116,0.74466,0.01277131,29,0.00044039,4.403900119
M5,S,2,12,a,0.45832,11/3/2025,2.31508,12/2/2025,63.61725116,5.31,1,3.83193,0.45832,58.30725116,1.05853,0.018154346,29,0.000626012,6.26011924
M5,S,2,12,b ,0.45473,11/3/2025,2.33693,12/2/2025,63.61725116,5.31,1,3.48031,0.45473,58.30725116,0.68865,0.011810709,29,0.000407266,4.072658418
M5,S,2,12,c,0.46193,11/3/2025,2.35337,12/2/2025,63.61725116,5.31,1,3.67084,0.46193,58.30725116,0.85554,0.014672961,29,0.000505964,5.059641592
M5,S,2,24,a ,0.45448,11/3/2025,2.31951,12/2/2025,63.61725116,5.31,1,7.30209,0.45448,58.30725116,4.5281,0.077659295,29,0.002677907,26.77906713
M5,S,2,24,b ,0.46168,11/3/2025,2.28851,12/2/2025,63.61725116,5.31,1,8.04685,0.46168,58.30725116,5.29666,0.090840503,29,0.003132431,31.32431124
M5,S,2,24,c,0.4553,11/3/2025,2.28917,12/2/2025,63.61725116,5.31,1,7.38207,0.4553,58.30725116,4.6376,0.079537277,29,0.002742665,27.42664732
M5,S,2,48,a,0.4477,11/3/2025,2.30359,12/2/2025,63.61725116,5.31,1,3.46181,0.4477,58.30725116,0.71052,0.012185791,29,0.0004202,4.201997036
M5,S,2,48,b ,0.46197,11/3/2025,2.11919,12/2/2025,63.61725116,5.31,1,4.65615,0.46197,58.30725116,2.07499,0.035587169,29,0.001227144,12.27143758
M5,S,2,48,c,0.44787,11/3/2025,2.30757,12/2/2025,63.61725116,5.31,1,5.15804,0.44787,58.30725116,2.4026,0.041205853,29,0.001420891,14.20891471
M5,S,,,E-1 ,0.45822,NA,2.32475,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,S,,,E-2 ,0.44674,NA,2.32304,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,S,,,E-3 ,0.45946,NA,2.28838,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,S,,,E-4 ,NA,NA,2.2808,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,S,1,18,a,0.44888,11/15/2025,2.37753,12/12/2025,63.61725116,5.31,1,3.50113,0.44888,58.30725116,0.67472,0.011571803,27,0.000428585,4.285852811
M5,S,1,18,b ,0.45527,11/15/2025,2.37343,12/12/2025,63.61725116,5.31,1,3.47771,0.45527,58.30725116,0.64901,0.011130863,27,0.000412254,4.122541696
M5,S,1,18,c,0.46005,11/15/2025,2.34536,12/12/2025,63.61725116,5.31,1,3.2275,0.46005,58.30725116,0.42209,0.007239065,27,0.000268114,2.681135305
M5,S,2,18,a,0.45362,11/4/2025,2.33674,12/11/2025,63.61725116,5.31,1,3.58304,0.45362,58.30725116,0.79268,0.013594879,37,0.000367429,3.674291509
M5,S,2,18,b ,0.45881,11/4/2025,2.32319,12/11/2025,63.61725116,5.31,1,3.58476,0.45881,58.30725116,0.80276,0.013767756,37,0.000372102,3.721015103
M5,S,2,18,c,0.45308,11/4/2025,2.29661,12/11/2025,63.61725116,5.31,1,3.1965,0.45308,58.30725116,0.44681,0.007663026,37,0.000207109,2.071088193
M5,G,1,18,a,0.45326,11/4/2025,2.09516,12/11/2025,63.61725116,5.31,1,5.50382,0.45326,58.30725116,2.9554,0.050686663,37,0.00136991,13.69909815
M5,G,1,18,b ,0.44857,11/4/2025,2.30737,12/11/2025,63.61725116,5.31,1,5.40013,0.44857,58.30725116,2.64419,0.045349248,37,0.001225655,12.25655355
M5,G,1,18,c,0.45793,11/4/2025,2.29032,12/11/2025,63.61725116,5.31,1,6.98703,0.45793,58.30725116,4.23878,0.072697305,37,0.001964792,19.64792017
M5,G,2,18,a,0.44567,11/6/2025,2.27969,12/3/2025,63.61725116,5.31,1,4.32452,0.44567,58.30725116,1.59916,0.027426434,27,0.001015794,10.15793867
M5,G,2,18,b ,0.45863,11/6/2025,2.27981,12/3/2025,63.61725116,5.31,1,4.71807,0.45863,58.30725116,1.97963,0.033951695,27,0.00125747,12.5747018
M5,G,2,18,c,0.44677,11/6/2025,2.3092,12/3/2025,63.61725116,5.31,1,4.71369,0.44677,58.30725116,1.95772,0.033575927,27,0.001243553,12.43552846
M5,B,2,18,a,0.46035,11/6/2025,2.3279,12/3/2025,63.61725116,5.31,1,5.53859,0.46035,58.30725116,2.75034,0.047169776,27,0.001747029,17.47028756
M5,B,2,18,b ,0.4451,11/6/2025,2.30147,12/3/2025,63.61725116,5.31,1,5.54917,0.4451,58.30725116,2.8026,0.048066063,27,0.001780225,17.80224551
M5,B,2,18,c,0.45344,11/6/2025,2.31865,12/3/2025,63.61725116,5.31,1,5.49407,0.45344,58.30725116,2.72198,0.046683388,27,0.001729014,17.29014352
M5,C,1,18,a,0.45764,11/3/2025,2.09693,12/2/2025,63.61725116,5.31,1,3.05455,0.45764,58.30725116,0.49998,0.00857492,29,0.000295687,2.956868882
M5,C,1,18,b ,0.45106,11/3/2025,2.08579,12/2/2025,63.61725116,5.31,1,3.40546,0.45106,58.30725116,0.86861,0.014897118,29,0.000513694,5.136937237
M5,C,1,18,c,0.45696,11/3/2025,2.1066,12/2/2025,63.61725116,5.31,1,3.22066,0.45696,58.30725116,0.6571,0.01126961,29,0.000388607,3.886072528
M5,C,2,18,a,0.45211,11/3/2025,2.155577,12/2/2025,63.61725116,5.31,1,3.04283,0.45211,58.30725116,0.435143,0.007462931,29,0.000257342,2.573424529
M5,C,2,18,b ,0.46,11/3/2025,2.08988,12/2/2025,63.61725116,5.31,1,3.01467,0.46,58.30725116,0.46479,0.007971393,29,0.000274876,2.748756126
M5,C,2,18,c,0.45187,11/3/2025,2.11338,12/2/2025,63.61725116,5.31,1,2.96217,0.45187,58.30725116,0.39692,0.006807387,29,0.000234737,2.347374688
M6,B,1,0.5,a ,4.4612,12/12/2025,2.32442,1/22/2026,63.61725116,5.31,1,7.25743,4.4612,58.30725116,0.47181,0.008091789,41,0.000197361,1.973607184
M6,B,1,0.5,b ,4.43216,12/12/2025,2.34085,1/22/2026,63.61725116,5.31,1,6.98037,4.43216,58.30725116,0.20736,0.003556333,41,8.67398E-05,0.867398287
M6,B,1,0.5,c,4.48353,12/12/2025,2.31795,1/22/2026,63.61725116,5.31,1,6.97376,4.48353,58.30725116,0.17228,0.002954693,41,7.20657E-05,0.720656717
M6,B,1,2,a ,4.37266,12/12/2025,2.33552,1/22/2026,63.61725116,5.31,1,6.84636,4.37266,58.30725116,0.13818,0.00236986,41,5.78015E-05,0.578014541
M6,B,1,2,b ,4.54594,12/12/2025,2.71725,1/22/2026,63.61725116,5.31,1,7.40434,4.54594,58.30725116,0.14115,0.002420797,41,5.90438E-05,0.590438215
M6,B,1,2,c,4.45887,12/12/2025,2.28525,1/22/2026,63.61725116,5.31,1,6.96347,4.45887,58.30725116,0.21935,0.003761968,41,9.17553E-05,0.917553116
M6,B,1,6,a ,0.4523,12/12/2025,2.33435,1/22/2026,63.61725116,5.31,1,3.52427,0.4523,58.30725116,0.73762,0.012650571,41,0.000308551,3.085505036
M6,B,1,6,b ,0.45145,12/12/2025,2.38753,1/22/2026,63.61725116,5.31,1,3.61157,0.45145,58.30725116,0.77259,0.013250325,41,0.000323179,3.231786469
M6,B,1,6,c,0.45281,12/12/2025,2.27757,1/22/2026,63.61725116,5.31,1,3.6123,0.45281,58.30725116,0.88192,0.015125391,41,0.000368912,3.689119874
M6,B,1,12,a ,0.451,12/12/2025,2.31994,1/22/2026,63.61725116,5.31,1,3.36682,0.451,58.30725116,0.59588,0.010219655,41,0.00024926,2.492598819
M6,B,1,12,b ,0.45055,12/12/2025,2.28527,1/22/2026,63.61725116,5.31,1,3.64903,0.45055,58.30725116,0.91321,0.015662031,41,0.000382001,3.820007665
M6,B,1,12,c,0.45002,12/12/2025,2.44793,1/22/2026,63.61725116,5.31,1,3.6283,0.45002,58.30725116,0.73035,0.012525886,41,0.000305509,3.055094226
M6,B,1,18,a ,0.45266,12/12/2025,2.08857,1/22/2026,63.61725116,5.31,1,3.63349,0.45266,58.30725116,1.09226,0.018732833,41,0.000456898,4.568983664
M6,B,1,18,b ,0.4532,12/12/2025,2.32092,1/22/2026,63.61725116,5.31,1,3.69014,0.4532,58.30725116,0.91602,0.015710224,41,0.000383176,3.831762049
M6,B,1,18,c ,0.4525,12/12/2025,2.4595,1/22/2026,63.61725116,5.31,1,3.54729,0.4525,58.30725116,0.63529,0.010895557,41,0.000265745,2.657453017
M6,B,1,24,a ,0.45461,12/12/2025,2.3285,1/22/2026,63.61725116,5.31,1,3.26442,0.45461,58.30725116,0.48131,0.008254719,41,0.000201335,2.013346206
M6,B,1,24,b ,0.45415,12/12/2025,5.11859,1/22/2026,63.61725116,5.31,0.75,6.03945,0.3406125,42.40293837,0.5802475,0.013684134,41,0.000333759,3.337593712
M6,B,1,24,c,0.45262,12/12/2025,5.12167,1/22/2026,63.61725116,5.31,1,6.03826,0.45262,58.30725116,0.46397,0.007957329,41,0.000194081,1.940812033
M6,B,1,48,a ,0.45325,12/12/2025,5.13924,1/22/2026,63.61725116,5.31,1,6.00071,0.45325,58.30725116,0.40822,0.007001188,41,0.000170761,1.707606716
M6,B,1,48,b ,0.44909,12/12/2025,5.12897,1/22/2026,63.61725116,5.31,1,5.99943,0.44909,58.30725116,0.42137,0.007226717,41,0.000176261,1.762613889
M6,B,1,48,c,0.45281,12/12/2025,5.11799,1/22/2026,63.61725116,5.31,1,6.07509,0.45281,58.30725116,0.50429,0.008648839,41,0.000210947,2.10947281
M6,B,2,0.5,a ,4.59316,12/12/2025,5.14745,1/22/2026,63.61725116,5.31,1,10.23659,4.59316,58.30725116,0.49598,0.008506318,41,0.000207471,2.074711623
M6,B,2,0.5,b ,4.44275,12/12/2025,5.10988,1/22/2026,63.61725116,5.31,1,9.7715,4.44275,58.30725116,0.21887,0.003753736,41,9.15545E-05,0.91554525
M6,B,2,0.5,c,4.62185,12/12/2025,5.14417,1/22/2026,63.61725116,5.31,1,10.06019,4.62185,58.30725116,0.29417,0.00504517,41,0.000123053,1.230529292
M6,B,2,2,a ,4.51418,12/12/2025,5.11742,1/22/2026,63.61725116,5.31,1,9.79128,4.51418,58.30725116,0.15968,0.002738596,41,6.6795E-05,0.667950224
M6,B,2,2,b ,4.1839,12/12/2025,5.11442,1/22/2026,63.61725116,5.31,1,9.39863,4.1839,58.30725116,0.10031,0.001720369,41,4.19602E-05,0.419602248
M6,B,2,2,c,4.3798,12/12/2025,5.0883,1/22/2026,63.61725116,5.31,1,9.59534,4.3798,58.30725116,0.12724,0.002182233,41,5.32252E-05,0.532251919
M6,B,2,6,a ,0.45234,12/12/2025,5.10404,1/22/2026,63.61725116,5.31,1,6.58796,0.45234,58.30725116,1.03158,0.017692139,41,0.000431516,4.315155886
M6,B,2,6,b ,0.45221,12/12/2025,5.08769,1/22/2026,63.61725116,5.31,1,6.53239,0.45221,58.30725116,0.99249,0.017021725,41,0.000415164,4.151640266
M6,B,2,6,c,0.45382,12/12/2025,5.11315,1/22/2026,63.61725116,5.31,1,7.42876,0.45382,58.30725116,1.86179,0.031930677,41,0.000778797,7.787969985
